date,Jetblue,Motel6,Jetblue_pred,Motel6_pred
2023-03-19 00:00:00 UTC,,,24136,29681
2023-03-20 00:00:00 UTC,,,27636,22724
2023-03-21 00:00:00 UTC,,,30464,24441
2023-03-22 00:00:00 UTC,,,29833,26835
2023-03-23 00:00:00 UTC,,,28824,26855
2023-03-24 00:00:00 UTC,,,27221,27699
2023-03-25 00:00:00 UTC,,,24196,27900
2023-03-26 00:00:00 UTC,,,24697,29883
2023-03-27 00:00:00 UTC,,,27435,22797
2023-03-28 00:00:00 UTC,,,29180,29815
2023-03-29 00:00:00 UTC,,,29187,22701
2023-03-30 00:00:00 UTC,,,32004,29113
2023-03-31 00:00:00 UTC,,,30464,32263
2023-04-01 00:00:00 UTC,,,34736,26130
2023-04-02 00:00:00 UTC,,,31530,27736
2023-04-03 00:00:00 UTC,,,28297,30867
2023-04-04 00:00:00 UTC,,,23411,26362
2023-04-05 00:00:00 UTC,,,24169,32902
2023-04-06 00:00:00 UTC,,,29394,32267
2023-04-07 00:00:00 UTC,,,32383,33960
2023-04-08 00:00:00 UTC,,,32261,30247
2023-04-09 00:00:00 UTC,,,30020,31112
2023-04-10 00:00:00 UTC,,,27172,24587
2023-04-11 00:00:00 UTC,,,23441,28275
2023-04-12 00:00:00 UTC,,,25121,27412
2023-04-13 00:00:00 UTC,,,29088,34140
2023-04-14 00:00:00 UTC,,,31638,33567
2023-04-15 00:00:00 UTC,,,32011,26257
2023-04-16 00:00:00 UTC,,,30369,32767
2023-04-17 00:00:00 UTC,,,28160,26901
2023-04-18 00:00:00 UTC,,,24476,31090
2023-04-19 00:00:00 UTC,,,25234,25221
2023-04-20 00:00:00 UTC,,,28442,33667
2023-04-21 00:00:00 UTC,,,30837,31804
2023-04-22 00:00:00 UTC,,,31095,34181
2023-04-23 00:00:00 UTC,,,29891,31112
2023-04-24 00:00:00 UTC,,,28266,27481
2023-04-25 00:00:00 UTC,,,24786,28023
2023-04-26 00:00:00 UTC,,,25704,33555
2023-04-27 00:00:00 UTC,,,28728,32188
2023-04-28 00:00:00 UTC,,,30622,30966
2023-04-29 00:00:00 UTC,,,30955,29785
2023-04-30 00:00:00 UTC,,,29445,28797
